Gender,Country,Degree,Job Title
Male,Russia,,
Male,Finland,Bachelor's degree,Scientist/Researcher
Male,United Kingdom,Doctoral degree,Machine Learning Engineer
Male,United States,Doctoral degree,Engineer
Male,Spain,Master's degree,Data Analyst
Male,Spain,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Other
Male,South Korea,Master's degree,Machine Learning Engineer
Male,Taiwan,Master's degree,Software Developer/Software Engineer
Female,United States,Master's degree,
Female,Portugal,,
Male,United States,Master's degree,Business Analyst
Male,United States,,
Male,United Kingdom,Doctoral degree,
Male,Australia,Bachelor's degree,Programmer
Male,Australia,Bachelor's degree,Predictive Modeler
Male,India,Bachelor's degree,
Male,Netherlands,Master's degree,Business Analyst
Male,Israel,Bachelor's degree,Other
Male,Belarus,Master's degree,Data Scientist
Male,Egypt,Master's degree,Computer Scientist
Male,Spain,Bachelor's degree,Software Developer/Software Engineer
Male,Netherlands,Master's degree,Engineer
Male,South Korea,Bachelor's degree,
Male,India,,
Male,India,Professional degree,Business Analyst
Male,Egypt,Bachelor's degree,Machine Learning Engineer
Female,Germany,Doctoral degree,Researcher
Male,Spain,Professional degree,Data Scientist
Male,Other,Bachelor's degree,Predictive Modeler
Male,Indonesia,Master's degree,Software Developer/Software Engineer
Male,Canada,Bachelor's degree,Data Scientist
Male,France,Master's degree,Software Developer/Software Engineer
Male,Spain,Doctoral degree,Data Scientist
Male,Nigeria,Master's degree,Data Scientist
Male,India,Master's degree,Data Scientist
Male,Czech Republic,,Engineer
Female,Canada,Doctoral degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,United Kingdom,,
Male,Netherlands,Master's degree,Programmer
Male,United States,,
Male,Other,,
Male,United States,Bachelor's degree,Data Scientist
Male,Denmark,Master's degree,Business Analyst
Male,Other,Doctoral degree,Researcher
Male,India,Master's degree,
Female,Poland,Master's degree,Data Analyst
Male,Other,Master's degree,Data Analyst
Male,Australia,,
Male,South Korea,Master's degree,Computer Scientist
Male,Spain,Professional degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,United Kingdom,,
Female,United States,Doctoral degree,Data Scientist
Female,India,Master's degree,Business Analyst
Male,France,Master's degree,Data Scientist
Male,Hong Kong,Master's degree,Scientist/Researcher
Male,Russia,Doctoral degree,Data Scientist
Male,Spain,Master's degree,Data Scientist
Male,Russia,Doctoral degree,Engineer
Male,Other,Master's degree,Programmer
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Data Scientist
Male,Other,Master's degree,Software Developer/Software Engineer
Male,United Kingdom,Master's degree,Data Analyst
Male,Ireland,Professional degree,Programmer
Male,Other,Master's degree,Other
Male,People 's Republic of China,Master's degree,
Male,Russia,Master's degree,Data Scientist
Male,South Africa,Bachelor's degree,Predictive Modeler
Male,United States,Bachelor's degree,Data Scientist
Male,Spain,Master's degree,Other
Male,Germany,,Scientist/Researcher
Male,People 's Republic of China,Master's degree,Other
Male,Ukraine,Master's degree,Software Developer/Software Engineer
Male,Russia,Doctoral degree,Scientist/Researcher
Male,India,Bachelor's degree,
Female,Turkey,Bachelor's degree,Software Developer/Software Engineer
Male,Poland,Doctoral degree,Other
Male,United Kingdom,Bachelor's degree,Data Analyst
Male,India,,
Female,Other,Master's degree,Data Scientist
Male,India,Master's degree,Data Scientist
Male,France,Doctoral degree,Scientist/Researcher
Male,Germany,Master's degree,
Male,Russia,Bachelor's degree,Data Scientist
Male,Poland,,
Male,Norway,Master's degree,Software Developer/Software Engineer
Male,Vietnam,Bachelor's degree,Researcher
Male,United States,Bachelor's degree,Business Analyst
Male,Australia,Bachelor's degree,Software Developer/Software Engineer
Male,United Kingdom,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Business Analyst
Male,United States,Doctoral degree,Engineer
Male,Germany,Master's degree,Computer Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Taiwan,Master's degree,Software Developer/Software Engineer
Male,France,Doctoral degree,Computer Scientist
Male,United States,Doctoral degree,Data Analyst
Male,India,Professional degree,Machine Learning Engineer
Male,Other,Master's degree,Programmer
Male,Singapore,Master's degree,Data Scientist
Male,India,Bachelor's degree,Data Analyst
Male,France,Bachelor's degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Male,Germany,Doctoral degree,Data Scientist
Male,Brazil,Doctoral degree,Scientist/Researcher
Male,Switzerland,,
Male,Greece,,
Male,United States,Master's degree,Data Scientist
Male,India,Bachelor's degree,
Male,Nigeria,Master's degree,
Male,Portugal,Master's degree,Business Analyst
Male,India,I did not complete any formal education past high school,
Male,India,Bachelor's degree,
Male,Italy,Bachelor's degree,Researcher
Male,United Kingdom,Some college/university study without earning a bachelor's degree,Other
Female,India,Doctoral degree,Researcher
Male,Russia,Bachelor's degree,Data Analyst
Male,Other,Bachelor's degree,Data Scientist
Male,India,Bachelor's degree,
Male,Brazil,Bachelor's degree,Software Developer/Software Engineer
Male,Kenya,Bachelor's degree,DBA/Database Engineer
Male,India,Bachelor's degree,Data Scientist
Male,Other,Master's degree,Software Developer/Software Engineer
Male,Philippines,Bachelor's degree,
Male,Brazil,Bachelor's degree,Data Scientist
Male,Singapore,Some college/university study without earning a bachelor's degree,
Male,United Kingdom,Master's degree,Data Scientist
Male,United States,,
Male,Poland,Master's degree,Machine Learning Engineer
Female,Russia,Some college/university study without earning a bachelor's degree,
Male,Other,,
Male,Norway,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,United Kingdom,Master's degree,Engineer
Male,Belarus,I prefer not to answer,
Male,Australia,Master's degree,Software Developer/Software Engineer
Male,France,Master's degree,
Male,Germany,Master's degree,Data Scientist
Female,Singapore,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,
Male,Canada,Doctoral degree,Scientist/Researcher
Male,Brazil,Some college/university study without earning a bachelor's degree,Other
Male,Sweden,Master's degree,Scientist/Researcher
Male,India,Bachelor's degree,Data Analyst
Male,Denmark,Master's degree,Business Analyst
Male,Russia,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Other
Male,Kenya,Master's degree,
Male,Brazil,Bachelor's degree,Computer Scientist
Male,Germany,Master's degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,Poland,Doctoral degree,Data Scientist
Female,United Kingdom,Doctoral degree,Data Scientist
Female,Egypt,Master's degree,Business Analyst
Female,United States,Doctoral degree,Data Scientist
Male,Belgium,Master's degree,Researcher
Male,India,Bachelor's degree,
Male,Greece,Bachelor's degree,
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,Russia,Professional degree,Researcher
Male,Germany,Professional degree,Data Scientist
Male,Turkey,Master's degree,Scientist/Researcher
Female,Germany,Bachelor's degree,Engineer
Female,Other,,
Female,United States,Some college/university study without earning a bachelor's degree,Scientist/Researcher
Male,Turkey,,
Male,Other,,
Male,Switzerland,Master's degree,Scientist/Researcher
Male,Brazil,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Turkey,Bachelor's degree,
Male,Brazil,I did not complete any formal education past high school,Programmer
Male,United States,Bachelor's degree,Other
Male,Germany,Doctoral degree,Data Analyst
Male,United States,Bachelor's degree,Machine Learning Engineer
Female,India,Doctoral degree,Scientist/Researcher
Female,New Zealand,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Philippines,Bachelor's degree,
Male,India,Bachelor's degree,
Male,Other,Master's degree,Data Analyst
Male,United States,Some college/university study without earning a bachelor's degree,Business Analyst
Female,Turkey,Bachelor's degree,
Male,Other,Bachelor's degree,
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Pakistan,Bachelor's degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Data Analyst
Male,Other,Master's degree,
Male,Other,Master's degree,Other
Female,Australia,Doctoral degree,Computer Scientist
Male,United States,Doctoral degree,Data Scientist
Male,Switzerland,Master's degree,Engineer
Female,Colombia,,
Male,Pakistan,Master's degree,Software Developer/Software Engineer
Male,Italy,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Female,Taiwan,,
Male,United States,Bachelor's degree,
Male,Other,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Other
Male,Hungary,Bachelor's degree,Programmer
Male,India,Bachelor's degree,
Male,Japan,Bachelor's degree,Data Analyst
Male,Germany,Master's degree,Software Developer/Software Engineer
Male,United States,Some college/university study without earning a bachelor's degree,Data Analyst
Male,Ukraine,Master's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,Italy,Master's degree,Data Scientist
Male,India,Professional degree,Business Analyst
Male,Australia,Bachelor's degree,Data Scientist
Male,Netherlands,Master's degree,Data Scientist
Male,Japan,Bachelor's degree,Software Developer/Software Engineer
Male,Turkey,Some college/university study without earning a bachelor's degree,
Male,Germany,Master's degree,Software Developer/Software Engineer
Male,Other,,
Female,France,Master's degree,Data Scientist
Male,Italy,Master's degree,
Male,Poland,Bachelor's degree,Data Analyst
Male,India,Master's degree,
Male,Italy,Master's degree,Other
Male,India,Master's degree,Other
Male,Spain,Master's degree,Other
Male,United States,Bachelor's degree,Business Analyst
Male,France,Master's degree,Software Developer/Software Engineer
Male,India,Master's degree,
Male,India,Doctoral degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Data Analyst
Male,Russia,Professional degree,Data Scientist
Male,India,,
Male,India,Bachelor's degree,
Male,France,Master's degree,Researcher
Male,United Kingdom,Master's degree,Other
Male,Germany,Master's degree,Business Analyst
Male,India,Master's degree,
Male,Indonesia,,
Male,United States,Bachelor's degree,
Male,Nigeria,Bachelor's degree,
Female,United Kingdom,Bachelor's degree,
Male,Australia,Doctoral degree,Other
Female,Other,Bachelor's degree,Business Analyst
Male,Other,Master's degree,Business Analyst
Male,Spain,Professional degree,
Male,Hong Kong,Master's degree,Data Scientist
,,Doctoral degree,
Male,Brazil,Bachelor's degree,Data Scientist
Male,India,Master's degree,
Female,United States,Master's degree,Statistician
Male,Colombia,Professional degree,Engineer
Male,People 's Republic of China,Bachelor's degree,Software Developer/Software Engineer
Male,Brazil,Master's degree,
Male,South Korea,Bachelor's degree,
Male,Spain,Master's degree,Data Analyst
Male,Norway,Doctoral degree,Data Scientist
Male,Canada,Doctoral degree,Scientist/Researcher
Male,France,Master's degree,Computer Scientist
Male,Romania,Doctoral degree,Software Developer/Software Engineer
Male,Brazil,Bachelor's degree,
Male,People 's Republic of China,,
Male,Argentina,Master's degree,Engineer
Male,United States,,
Female,France,Master's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,United States,Bachelor's degree,Business Analyst
Female,India,Bachelor's degree,Data Scientist
Male,Brazil,,
Male,United States,Master's degree,Data Scientist
Male,Japan,Master's degree,Data Scientist
Male,Sweden,Master's degree,Data Scientist
Female,France,Master's degree,Statistician
Male,Russia,,
Male,Other,Master's degree,Data Scientist
Male,United States,Master's degree,Software Developer/Software Engineer
Male,Brazil,Bachelor's degree,Other
Male,,,
Male,Singapore,Bachelor's degree,DBA/Database Engineer
Male,Pakistan,,
Male,United States,Doctoral degree,Other
Male,Netherlands,Doctoral degree,Engineer
Male,Other,Doctoral degree,Business Analyst
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Italy,Doctoral degree,Software Developer/Software Engineer
Female,Philippines,Bachelor's degree,Other
Male,Other,,
Male,United States,Bachelor's degree,Other
Male,Other,Doctoral degree,Data Scientist
Male,Spain,,
Male,United States,,
Male,India,Bachelor's degree,Data Scientist
Male,People 's Republic of China,Bachelor's degree,
Male,Other,Bachelor's degree,Other
Female,India,,
Male,Romania,Bachelor's degree,Data Scientist
Male,Israel,Master's degree,Business Analyst
Male,People 's Republic of China,Bachelor's degree,
Male,India,Master's degree,Business Analyst
Male,South Korea,Master's degree,Machine Learning Engineer
Male,Brazil,Doctoral degree,Scientist/Researcher
Male,Russia,Bachelor's degree,
Male,United States,Master's degree,Predictive Modeler
Male,United States,Doctoral degree,Researcher
Male,India,,
Male,United States,Bachelor's degree,Data Scientist
Female,United States,Doctoral degree,Scientist/Researcher
Male,United Kingdom,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Scientist/Researcher
Male,Poland,Master's degree,Scientist/Researcher
Male,United States,Master's degree,Software Developer/Software Engineer
Male,India,I prefer not to answer,
Male,United States,Bachelor's degree,Scientist/Researcher
Male,People 's Republic of China,Master's degree,Machine Learning Engineer
Male,United States,Some college/university study without earning a bachelor's degree,
Male,India,Master's degree,Business Analyst
Male,Russia,Master's degree,Other
Female,Australia,Master's degree,Scientist/Researcher
Male,Argentina,Doctoral degree,Data Scientist
Male,France,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,Netherlands,Master's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Computer Scientist
Female,South Korea,Doctoral degree,Researcher
Male,Hungary,Doctoral degree,Scientist/Researcher
Male,Canada,Professional degree,
Male,Brazil,Doctoral degree,Researcher
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,
Male,Russia,Professional degree,Programmer
Male,Brazil,Professional degree,Data Analyst
Male,United States,Doctoral degree,Software Developer/Software Engineer
Male,Switzerland,Master's degree,Data Analyst
Female,United States,Master's degree,DBA/Database Engineer
Male,Ukraine,Bachelor's degree,Engineer
Male,France,Doctoral degree,Researcher
Female,Turkey,Master's degree,Researcher
Male,United States,Doctoral degree,Machine Learning Engineer
Male,United States,Some college/university study without earning a bachelor's degree,Other
Male,Portugal,Some college/university study without earning a bachelor's degree,Engineer
Male,United States,,
Male,Germany,I did not complete any formal education past high school,Data Scientist
Male,Other,Bachelor's degree,Programmer
Male,United States,Bachelor's degree,Engineer
Male,United States,Master's degree,Data Scientist
A different identity,Canada,Bachelor's degree,Other
Male,Israel,Master's degree,Data Scientist
Male,Other,Master's degree,Other
Male,Brazil,,
Male,Australia,Bachelor's degree,Data Analyst
Male,United States,Bachelor's degree,Machine Learning Engineer
Male,Greece,Master's degree,Scientist/Researcher
Male,Other,Bachelor's degree,Business Analyst
Male,Russia,I did not complete any formal education past high school,
Male,Egypt,Some college/university study without earning a bachelor's degree,
Male,India,Bachelor's degree,
Female,Pakistan,Bachelor's degree,
Male,Chile,Doctoral degree,Data Scientist
Male,India,Bachelor's degree,Other
Male,France,,
Male,India,Bachelor's degree,
Male,India,Bachelor's degree,Machine Learning Engineer
Male,India,Bachelor's degree,Machine Learning Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,People 's Republic of China,Bachelor's degree,Other
Male,Ukraine,Master's degree,Predictive Modeler
Male,Turkey,Doctoral degree,Scientist/Researcher
Male,United States,Master's degree,Data Scientist
Male,Spain,Master's degree,Data Scientist
Male,United States,Master's degree,DBA/Database Engineer
Male,Vietnam,,
Male,India,Bachelor's degree,Data Analyst
Male,Israel,Master's degree,Data Scientist
Female,United States,,Scientist/Researcher
Male,United States,Doctoral degree,Data Scientist
Female,Hungary,Master's degree,Other
Male,Brazil,Bachelor's degree,Other
Male,Poland,Master's degree,Data Scientist
Female,United Kingdom,Master's degree,
Male,India,,
Male,Belgium,Master's degree,Data Scientist
,,,
Female,Canada,Master's degree,
Male,India,Master's degree,
Male,India,Master's degree,
Female,India,Bachelor's degree,
Male,India,Master's degree,Other
Male,South Korea,I did not complete any formal education past high school,
Male,Australia,Master's degree,Data Analyst
Male,Brazil,Bachelor's degree,Software Developer/Software Engineer
Male,Malaysia,Some college/university study without earning a bachelor's degree,
Male,South Africa,Master's degree,Data Scientist
Male,India,Master's degree,Statistician
Male,Australia,Bachelor's degree,
Male,India,Bachelor's degree,Other
Female,Turkey,Master's degree,Engineer
Male,Argentina,Doctoral degree,Data Analyst
Male,Spain,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Researcher
Female,India,Master's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Engineer
Male,Spain,,
Male,Other,Master's degree,Software Developer/Software Engineer
Male,People 's Republic of China,Bachelor's degree,
Male,Pakistan,Bachelor's degree,Data Scientist
Male,Czech Republic,Master's degree,Data Scientist
Male,Taiwan,Doctoral degree,Scientist/Researcher
Male,India,I did not complete any formal education past high school,
Male,United States,Bachelor's degree,
Male,India,Bachelor's degree,Machine Learning Engineer
Male,Germany,Doctoral degree,Data Scientist
Female,United States,Bachelor's degree,Software Developer/Software Engineer
Male,United States,Bachelor's degree,Data Analyst
Male,India,Bachelor's degree,Programmer
Male,United States,Doctoral degree,
Male,Denmark,Bachelor's degree,Data Scientist
Male,Other,Master's degree,Statistician
Male,India,Master's degree,Scientist/Researcher
Male,United States,Master's degree,Data Analyst
Male,United Kingdom,Master's degree,
Male,Germany,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Engineer
Male,Other,Master's degree,Data Scientist
Male,India,Professional degree,
Male,Poland,Master's degree,
Female,India,Bachelor's degree,
Male,Romania,Doctoral degree,Software Developer/Software Engineer
Male,South Korea,Bachelor's degree,
Male,United States,Master's degree,Other
Female,Switzerland,Doctoral degree,Scientist/Researcher
Male,United States,,
Male,India,Master's degree,Data Scientist
Male,Brazil,Bachelor's degree,Software Developer/Software Engineer
Male,Germany,Master's degree,Researcher
Male,India,Bachelor's degree,Data Scientist
Male,Brazil,,
Male,Canada,Bachelor's degree,Other
Male,Iran,Bachelor's degree,Programmer
Male,United States,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Data Analyst
Male,People 's Republic of China,Doctoral degree,Scientist/Researcher
Female,Brazil,Bachelor's degree,Business Analyst
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Other
Male,France,Master's degree,
Male,United States,,
Male,Pakistan,Bachelor's degree,Software Developer/Software Engineer
Male,Malaysia,Bachelor's degree,Programmer
Male,Taiwan,Master's degree,Machine Learning Engineer
Male,United States,Master's degree,Data Scientist
Male,India,Professional degree,Software Developer/Software Engineer
Male,Italy,Master's degree,Computer Scientist
Male,United States,Master's degree,DBA/Database Engineer
Female,Russia,,
Male,India,Some college/university study without earning a bachelor's degree,Data Scientist
Male,Italy,Doctoral degree,Predictive Modeler
Male,Turkey,Professional degree,Predictive Modeler
Female,Pakistan,Bachelor's degree,Data Analyst
Female,United States,Bachelor's degree,
Male,France,Master's degree,Machine Learning Engineer
Male,United States,Bachelor's degree,Business Analyst
Male,France,Master's degree,Engineer
Male,United States,Bachelor's degree,Data Scientist
Male,Other,Master's degree,Computer Scientist
Male,United States,Master's degree,Data Scientist
Male,India,Master's degree,Data Analyst
Male,Belgium,Doctoral degree,Data Scientist
Male,Iran,Doctoral degree,Machine Learning Engineer
Male,Portugal,Master's degree,
Male,India,Master's degree,Engineer
Male,Russia,Master's degree,Other
Male,Japan,Bachelor's degree,Software Developer/Software Engineer
Female,France,Master's degree,Other
Male,Poland,Master's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Software Developer/Software Engineer
Male,Russia,Professional degree,Business Analyst
Male,Pakistan,Professional degree,Data Scientist
Male,Brazil,Bachelor's degree,
Male,Germany,Doctoral degree,Data Scientist
Female,People 's Republic of China,Master's degree,Data Analyst
Male,United States,Master's degree,Machine Learning Engineer
Male,India,Bachelor's degree,
Male,United States,Some college/university study without earning a bachelor's degree,Engineer
Male,India,Bachelor's degree,
Male,United States,Doctoral degree,Computer Scientist
Female,Ukraine,,
Male,United Kingdom,,
Male,United States,Master's degree,Scientist/Researcher
Female,People 's Republic of China,Bachelor's degree,
Female,United States,Doctoral degree,Data Analyst
Male,Turkey,Bachelor's degree,Machine Learning Engineer
Female,United States,Master's degree,Other
Female,Canada,Master's degree,Data Analyst
Male,India,Some college/university study without earning a bachelor's degree,
Male,Argentina,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Business Analyst
Male,Brazil,Bachelor's degree,Engineer
Male,Brazil,Master's degree,Data Scientist
Male,Republic of China,,
Male,United States,Doctoral degree,Computer Scientist
Male,Brazil,Master's degree,Software Developer/Software Engineer
Male,Spain,Master's degree,
Male,Brazil,Master's degree,Computer Scientist
Male,Canada,Master's degree,Scientist/Researcher
Male,United States,Doctoral degree,Data Scientist
Male,Norway,Master's degree,Programmer
Female,United States,Master's degree,Other
Male,India,Master's degree,Data Analyst
Male,United States,Bachelor's degree,Machine Learning Engineer
Male,South Africa,Bachelor's degree,Data Analyst
Male,Czech Republic,Master's degree,Computer Scientist
Male,United States,Master's degree,DBA/Database Engineer
Male,Japan,Master's degree,Researcher
Male,Spain,Master's degree,Software Developer/Software Engineer
Male,Other,,
Male,Finland,Some college/university study without earning a bachelor's degree,Researcher
Male,Ireland,Doctoral degree,Data Analyst
Male,Germany,Master's degree,Data Scientist
Male,United States,Bachelor's degree,
Male,India,I prefer not to answer,
Male,India,Master's degree,Scientist/Researcher
Female,India,Bachelor's degree,Data Analyst
Male,Brazil,Professional degree,Other
Male,United States,Master's degree,Data Scientist
Male,Netherlands,Some college/university study without earning a bachelor's degree,Other
Male,Italy,Bachelor's degree,Software Developer/Software Engineer
Male,Canada,,
Male,South Korea,,
Male,France,Professional degree,Data Scientist
Female,United Kingdom,Doctoral degree,Computer Scientist
Female,United States,Master's degree,Software Developer/Software Engineer
Male,Other,Bachelor's degree,Software Developer/Software Engineer
Female,Italy,Master's degree,Machine Learning Engineer
Male,India,Bachelor's degree,
Male,Vietnam,I did not complete any formal education past high school,
Male,India,Bachelor's degree,Machine Learning Engineer
Male,United Kingdom,Professional degree,Software Developer/Software Engineer
Male,Australia,Master's degree,Data Analyst
Male,Finland,Master's degree,Statistician
Male,United States,Doctoral degree,Engineer
Male,United Kingdom,Master's degree,Researcher
Male,Other,Master's degree,
Male,United States,Bachelor's degree,Business Analyst
Male,United States,Doctoral degree,Data Scientist
Male,Australia,Some college/university study without earning a bachelor's degree,Data Analyst
Male,Czech Republic,Doctoral degree,Computer Scientist
Male,Portugal,Master's degree,Data Analyst
Male,United States,Doctoral degree,
Male,Pakistan,Master's degree,
Male,United States,Master's degree,Other
Male,Kenya,Bachelor's degree,Software Developer/Software Engineer
Male,India,Master's degree,
Male,India,Master's degree,Data Scientist
Male,Other,Master's degree,Other
Male,United States,Master's degree,Computer Scientist
Male,Canada,Bachelor's degree,Data Analyst
Male,United States,Bachelor's degree,Data Analyst
Female,Russia,,
Male,United States,Master's degree,
Male,United States,Master's degree,DBA/Database Engineer
Female,Canada,Doctoral degree,Data Scientist
Male,France,Master's degree,Software Developer/Software Engineer
Male,United States,Master's degree,Machine Learning Engineer
Male,India,Master's degree,Predictive Modeler
Male,Italy,Doctoral degree,Data Scientist
Male,United States,Doctoral degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,Spain,,Other
Male,Italy,Doctoral degree,Other
Male,United States,Professional degree,Data Scientist
Female,United States,Master's degree,Other
Male,Portugal,Doctoral degree,Scientist/Researcher
Male,Hungary,Some college/university study without earning a bachelor's degree,Computer Scientist
Female,United States,Master's degree,Operations Research Practitioner
Male,Brazil,Bachelor's degree,
Male,United States,Master's degree,Business Analyst
Male,United States,Bachelor's degree,Business Analyst
Male,Other,Bachelor's degree,Business Analyst
Male,India,,
Male,Russia,Master's degree,Computer Scientist
Male,India,Master's degree,Business Analyst
Male,Egypt,Doctoral degree,Machine Learning Engineer
Male,Switzerland,Bachelor's degree,
Male,People 's Republic of China,Bachelor's degree,Data Analyst
Male,United States,Master's degree,Computer Scientist
Male,Ukraine,Master's degree,Programmer
Male,Canada,Doctoral degree,Data Scientist
Female,United States,Master's degree,Other
Male,Germany,,
Male,India,Bachelor's degree,
Male,South Africa,Bachelor's degree,Data Scientist
Female,United Kingdom,Bachelor's degree,Data Analyst
Female,France,Master's degree,
Male,Romania,Master's degree,Researcher
Male,United States,Master's degree,Data Scientist
Male,Spain,,
Male,United States,Master's degree,Engineer
Male,United States,Bachelor's degree,Software Developer/Software Engineer
Male,People 's Republic of China,Bachelor's degree,Software Developer/Software Engineer
Female,India,Master's degree,Other
Female,Italy,Master's degree,Data Analyst
Male,India,Some college/university study without earning a bachelor's degree,Data Scientist
Male,Other,,
Male,United Kingdom,Doctoral degree,Machine Learning Engineer
Female,United States,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Master's degree,Scientist/Researcher
Male,Poland,Bachelor's degree,
Male,France,Master's degree,Data Analyst
Male,United States,,
Male,India,Bachelor's degree,Business Analyst
Female,United States,Master's degree,Data Scientist
Male,United Kingdom,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,
Male,Poland,Bachelor's degree,Programmer
Male,Argentina,Doctoral degree,Researcher
Male,Australia,Master's degree,Programmer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,Software Developer/Software Engineer
Female,Poland,Master's degree,Data Scientist
Male,United States,Doctoral degree,Statistician
Male,Spain,Master's degree,Data Scientist
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,Switzerland,Doctoral degree,Scientist/Researcher
Male,United States,Bachelor's degree,Data Scientist
Male,United States,Doctoral degree,Data Scientist
Male,Spain,Master's degree,Engineer
Male,Italy,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Netherlands,Master's degree,Software Developer/Software Engineer
Male,India,Professional degree,Predictive Modeler
Male,United States,Master's degree,Data Analyst
Male,Australia,Master's degree,Researcher
Female,Taiwan,Master's degree,Business Analyst
Male,United States,Master's degree,Other
Male,Philippines,Master's degree,Statistician
Male,India,Bachelor's degree,Software Developer/Software Engineer
Male,France,Bachelor's degree,Other
Female,India,Doctoral degree,Researcher
Male,Kenya,Bachelor's degree,Data Analyst
Male,Other,Bachelor's degree,
Male,Italy,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,Iran,Bachelor's degree,Engineer
Male,Colombia,Master's degree,Data Scientist
Male,Japan,Master's degree,Data Analyst
Male,United Kingdom,,
Female,People 's Republic of China,Master's degree,
Male,United States,Bachelor's degree,DBA/Database Engineer
Male,Turkey,Bachelor's degree,
Male,United Kingdom,Bachelor's degree,Other
Male,United States,Bachelor's degree,Scientist/Researcher
Male,United Kingdom,Bachelor's degree,Software Developer/Software Engineer
Male,France,Master's degree,Engineer
Male,Germany,Master's degree,Statistician
Male,Japan,Doctoral degree,Researcher
Male,Other,Some college/university study without earning a bachelor's degree,
Male,United States,Master's degree,Data Scientist
Male,Canada,Master's degree,Data Scientist
Male,India,Master's degree,Data Scientist
Male,People 's Republic of China,Doctoral degree,Machine Learning Engineer
Male,Brazil,Bachelor's degree,Software Developer/Software Engineer
Male,Pakistan,Master's degree,Researcher
Male,Kenya,Bachelor's degree,Other
Male,Ireland,Bachelor's degree,DBA/Database Engineer
Male,United States,Bachelor's degree,
Male,Netherlands,Master's degree,Business Analyst
Male,United States,Professional degree,Data Scientist
Male,Spain,Bachelor's degree,Data Scientist
Male,United Kingdom,Doctoral degree,Data Scientist
Male,Argentina,Some college/university study without earning a bachelor's degree,Software Developer/Software Engineer
Male,People 's Republic of China,Master's degree,
Male,Denmark,Doctoral degree,
Male,United Kingdom,,
Male,India,,
Male,Ireland,Doctoral degree,Statistician
Male,Argentina,Bachelor's degree,Software Developer/Software Engineer
Male,India,Bachelor's degree,
Male,Canada,Bachelor's degree,Software Developer/Software Engineer
Female,Other,Master's degree,Predictive Modeler
Male,Netherlands,,
Male,United States,Doctoral degree,Scientist/Researcher
Female,Ukraine,,
Male,Russia,Master's degree,Data Scientist
Male,Singapore,Doctoral degree,Data Scientist
Male,United States,Master's degree,Data Scientist
Male,Brazil,Bachelor's degree,Data Analyst
Male,United States,Doctoral degree,Data Scientist
Male,United Kingdom,Master's degree,Computer Scientist
