Gender,Country ,Degree ,Job Title
Male,India,Doctoral degree,Engineering (non-computer focused)
Female,France,Master’s degree,Mathematics or statistics
Male,South Korea,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Switzerland,Master’s degree,"Computer science (software engineering, etc.)"
Male,Indonesia,Bachelor’s degree,Mathematics or statistics
Female,Russia,Doctoral degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Physics or astronomy
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Master’s degree,Physics or astronomy
Male,India,Professional degree,Mathematics or statistics
Male,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)"
Male,Ireland,Bachelor’s degree,Mathematics or statistics
Female,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,China,I prefer not to answer,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Greece,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Master’s degree,Other
Female,United States of America,Bachelor’s degree,Other
Male,India,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)"
Female,I do not wish to disclose my location,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Italy,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Italy,Master’s degree,"Computer science (software engineering, etc.)"
Female,I do not wish to disclose my location,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Female,China,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Denmark,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Romania,Professional degree,"Computer science (software engineering, etc.)"
Male,Italy,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,No formal education past high school,
Male,Russia,Master’s degree,Mathematics or statistics
Male,India,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Italy,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Other
Male,Australia,Doctoral degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Mathematics or statistics
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Russia,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Prefer not to say,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,Engineering (non-computer focused)
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Singapore,Master’s degree,Mathematics or statistics
Male,India,Master’s degree,Other
Male,Germany,Bachelor’s degree,Engineering (non-computer focused)
Male,Japan,Master’s degree,Engineering (non-computer focused)
Male,Ireland,Doctoral degree,Mathematics or statistics
Male,Malaysia,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,Ukraine,Doctoral degree,Mathematics or statistics
Female,India,Master’s degree,Engineering (non-computer focused)
Male,China,Master’s degree,Environmental science or geology
Female,Spain,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,Other
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Finland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,"Iran, Islamic Republic of...",Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Master’s degree,I never declared a major
Male,Russia,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Australia,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,Belgium,Some college/university study without earning a bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Germany,Doctoral degree,Physics or astronomy
Male,India,Professional degree,Other
Male,Switzerland,Professional degree,Mathematics or statistics
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Other
Male,Portugal,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Sweden,Doctoral degree,Mathematics or statistics
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,Other
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Ukraine,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Female,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Master’s degree,Mathematics or statistics
Male,Spain,Some college/university study without earning a bachelor’s degree,"Information technology, networking, or system administration"
Male,Pakistan,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,Mathematics or statistics
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Physics or astronomy
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Poland,Bachelor’s degree,Physics or astronomy
Female,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Viet Nam,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,Engineering (non-computer focused)
Male,Japan,Master’s degree,Engineering (non-computer focused)
Female,Germany,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Doctoral degree,"Computer science (software engineering, etc.)"
Female,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,Italy,Master’s degree,Mathematics or statistics
Male,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Mathematics or statistics
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Bangladesh,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Spain,Master’s degree,"Information technology, networking, or system administration"
Male,Italy,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Pakistan,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Japan,Master’s degree,Physics or astronomy
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Canada,Bachelor’s degree,Engineering (non-computer focused)
Female,India,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,Italy,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Greece,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Israel,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Other
Male,Other,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Information technology, networking, or system administration"
Male,Viet Nam,Master’s degree,Mathematics or statistics
Male,India,Master’s degree,Physics or astronomy
Female,Viet Nam,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Poland,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Spain,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Bachelor’s degree,Engineering (non-computer focused)
Male,Russia,Professional degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Israel,Master’s degree,Physics or astronomy
Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Mathematics or statistics
Female,France,Master’s degree,Mathematics or statistics
Male,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Ukraine,Master’s degree,Mathematics or statistics
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Indonesia,Master’s degree,Environmental science or geology
Male,Kenya,Bachelor’s degree,Mathematics or statistics
Male,Poland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Female,Singapore,Master’s degree,Fine arts or performing arts
Female,India,Bachelor’s degree,Engineering (non-computer focused)
Female,India,Master’s degree,Other
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Austria,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)"
Female,India,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,France,Master’s degree,Mathematics or statistics
Male,India,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Ireland,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Ukraine,Master’s degree,"Computer science (software engineering, etc.)"
Male,South Korea,Master’s degree,Engineering (non-computer focused)
Male,Japan,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Netherlands,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Italy,Doctoral degree,Physics or astronomy
Female,Russia,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Ireland,Master’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Switzerland,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Ukraine,Master’s degree,"Computer science (software engineering, etc.)"
Male,Japan,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Female,Australia,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Italy,Some college/university study without earning a bachelor’s degree,Mathematics or statistics
Male,Portugal,Doctoral degree,"Computer science (software engineering, etc.)"
Prefer not to say,Poland,Doctoral degree,Engineering (non-computer focused)
Male,Germany,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Male,Philippines,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Brazil,Master’s degree,Other
Male,Israel,Master’s degree,Mathematics or statistics
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Nigeria,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Canada,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Korea,Master’s degree,Other
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Korea,Master’s degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Physics or astronomy
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Israel,Bachelor’s degree,Mathematics or statistics
Male,Czech Republic,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Doctoral degree,"Computer science (software engineering, etc.)"
Male,"Iran, Islamic Republic of...",Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,Mathematics or statistics
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Belarus,Master’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,Engineering (non-computer focused)
Male,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics
Male,Ukraine,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Germany,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Master’s degree,I never declared a major
Male,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,Mathematics or statistics
Male,Belgium,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Doctoral degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Physics or astronomy
Male,India,Professional degree,Physics or astronomy
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Master’s degree,"Computer science (software engineering, etc.)"
Female,China,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Turkey,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Female,India,Master’s degree,Physics or astronomy
Male,United States of America,Doctoral degree,Mathematics or statistics
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Japan,Doctoral degree,Physics or astronomy
Male,China,Master’s degree,"Information technology, networking, or system administration"
Male,France,Master’s degree,Engineering (non-computer focused)
Male,Turkey,Doctoral degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,China,Bachelor’s degree,"Information technology, networking, or system administration"
Male,China,Master’s degree,"Information technology, networking, or system administration"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Kenya,I prefer not to answer,"Computer science (software engineering, etc.)"
Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Spain,Master’s degree,Physics or astronomy
Male,India,Professional degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Morocco,Doctoral degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Tunisia,Master’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Bachelor’s degree,Engineering (non-computer focused)
Female,Malaysia,Master’s degree,Other
Male,Malaysia,Bachelor’s degree,Mathematics or statistics
Male,Other,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Turkey,Master’s degree,Other
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Doctoral degree,Engineering (non-computer focused)
Male,Argentina,Some college/university study without earning a bachelor’s degree,"Information technology, networking, or system administration"
Male,Pakistan,Master’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Prefer not to say,China,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Professional degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Doctoral degree,Engineering (non-computer focused)
Female,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,France,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Belgium,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Female,Netherlands,Master’s degree,"Humanities (history, literature, philosophy, etc.)"
Male,I do not wish to disclose my location,I prefer not to answer,"Computer science (software engineering, etc.)"
Male,Argentina,Doctoral degree,Physics or astronomy
Male,Germany,Doctoral degree,Engineering (non-computer focused)
Male,Nigeria,I prefer not to answer,"Computer science (software engineering, etc.)"
Female,India,Some college/university study without earning a bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Russia,Doctoral degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Russia,I prefer not to answer,"Computer science (software engineering, etc.)"
Male,Poland,Doctoral degree,Physics or astronomy
Male,India,I prefer not to answer,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,India,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Spain,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Thailand,Doctoral degree,"Computer science (software engineering, etc.)"
Female,Switzerland,Master’s degree,Mathematics or statistics
Prefer not to say,China,I prefer not to answer,Engineering (non-computer focused)
Male,Poland,Doctoral degree,Physics or astronomy
Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Malaysia,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Austria,Master’s degree,"Computer science (software engineering, etc.)"
Male,China,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other
Female,Poland,Master’s degree,Mathematics or statistics
Male,Brazil,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Denmark,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Female,Portugal,Master’s degree,Mathematics or statistics
Male,Singapore,Master’s degree,Engineering (non-computer focused)
Male,Russia,Professional degree,Engineering (non-computer focused)
Female,India,Master’s degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Professional degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Poland,Some college/university study without earning a bachelor’s degree,Physics or astronomy
Male,Australia,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)"
Female,Russia,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,China,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,I do not wish to disclose my location,Master’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Master’s degree,Other
Female,United States of America,Master’s degree,Mathematics or statistics
Male,Japan,Bachelor’s degree,Engineering (non-computer focused)
Male,France,Master’s degree,Mathematics or statistics
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Nigeria,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,China,Some college/university study without earning a bachelor’s degree,Other
Male,Australia,Doctoral degree,Physics or astronomy
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,India,Master’s degree,Physics or astronomy
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Turkey,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,South Africa,Master’s degree,Mathematics or statistics
Male,India,Professional degree,"Computer science (software engineering, etc.)"
Male,Argentina,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,Other,Professional degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Mexico,Doctoral degree,Physics or astronomy
Male,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Male,Argentina,Master’s degree,Engineering (non-computer focused)
Female,Canada,Bachelor’s degree,Engineering (non-computer focused)
Male,China,Doctoral degree,Mathematics or statistics
Female,Ukraine,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Netherlands,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,India,Bachelor’s degree,"Information technology, networking, or system administration"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Other
Male,Netherlands,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,Engineering (non-computer focused)
Male,Germany,Master’s degree,Engineering (non-computer focused)
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Canada,Bachelor’s degree,Engineering (non-computer focused)
Male,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,Belgium,Master’s degree,Mathematics or statistics
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Romania,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Philippines,Bachelor’s degree,Mathematics or statistics
Male,Germany,Master’s degree,Physics or astronomy
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Philippines,Bachelor’s degree,Engineering (non-computer focused)
Male,Belarus,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Hungary,Master’s degree,"Computer science (software engineering, etc.)"
Male,Republic of Korea,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Tunisia,Doctoral degree,Engineering (non-computer focused)
Male,Spain,Doctoral degree,"Computer science (software engineering, etc.)"
Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Engineering (non-computer focused)
Female,India,Master’s degree,Engineering (non-computer focused)
Male,France,Master’s degree,Mathematics or statistics
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,Turkey,Doctoral degree,Mathematics or statistics
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Female,Italy,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Chile,Master’s degree,Engineering (non-computer focused)
Male,France,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)"
Male,Netherlands,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Norway,Master’s degree,"Computer science (software engineering, etc.)"
Male,Other,Master’s degree,Other
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,India,Master’s degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,Engineering (non-computer focused)
Male,France,Master’s degree,"Computer science (software engineering, etc.)"
Male,Bangladesh,Master’s degree,"Computer science (software engineering, etc.)"
Male,I do not wish to disclose my location,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Germany,Doctoral degree,Mathematics or statistics
Male,Republic of Korea,Doctoral degree,"Computer science (software engineering, etc.)"
Male,Italy,No formal education past high school,
Male,Finland,Doctoral degree,"Information technology, networking, or system administration"
Male,Japan,Master’s degree,"Computer science (software engineering, etc.)"
Male,France,Master’s degree,Engineering (non-computer focused)
Female,Russia,Master’s degree,"Computer science (software engineering, etc.)"
Male,Brazil,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Ireland,Doctoral degree,"Computer science (software engineering, etc.)"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,China,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,United States of America,Master’s degree,"A business discipline (accounting, economics, finance, etc.)"
Male,Argentina,Master’s degree,"Information technology, networking, or system administration"
Female,Other,Master’s degree,"Computer science (software engineering, etc.)"
Male,Denmark,Bachelor’s degree,Engineering (non-computer focused)
Male,Germany,Doctoral degree,Other
Male,China,Master’s degree,"Computer science (software engineering, etc.)"
Female,Other,Master’s degree,Mathematics or statistics
Male,Greece,Bachelor’s degree,"Information technology, networking, or system administration"
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Male,Russia,Master’s degree,Mathematics or statistics
Male,Belgium,Doctoral degree,Physics or astronomy
Male,Switzerland,Some college/university study without earning a bachelor’s degree,I never declared a major
Male,India,Bachelor’s degree,"Computer science (software engineering, etc.)"
Female,Pakistan,Master’s degree,"Computer science (software engineering, etc.)"
