Gender,Country ,Job Title,Degree
Male,Russia,Software Engineer,Bachelor’s degree
Male,United States of America,Not employed,Master’s degree
Male,India,Business Analyst,Master’s degree
Male,United States of America,Student,Master’s degree
Male,South Africa,Data Scientist,Doctoral degree
Male,China,Data Analyst,Doctoral degree
Male,United Kingdom of Great Britain and Northern Ireland,Not employed,Master’s degree
Male,Brazil,Product/Project Manager,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,Other,Data Analyst,Bachelor’s degree
Prefer not to say,South Africa,Student,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Software Engineer,Master’s degree
Male,India,Software Engineer,Bachelor’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,Japan,Data Scientist,Master’s degree
Male,Indonesia,Research Scientist,Doctoral degree
Male,Sweden,Software Engineer,Master’s degree
Male,Poland,Data Analyst,Bachelor’s degree
Male,India,Data Analyst,Bachelor’s degree
Male,India,Software Engineer,Master’s degree
Male,Russia,Business Analyst,Master’s degree
Female,Other,Data Analyst,Bachelor’s degree
Male,Mexico,Software Engineer,Professional degree
Male,Argentina,Data Scientist,Master’s degree
Male,Belarus,Software Engineer,Master’s degree
Male,Brazil,Software Engineer,Master’s degree
Male,Spain,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,Kenya,Other,Master’s degree
Female,Ireland,Student,Master’s degree
Male,Russia,Research Scientist,Master’s degree
Female,United States of America,Data Scientist,Bachelor’s degree
Male,Nigeria,Not employed,Master’s degree
Male,"Iran, Islamic Republic of...",Software Engineer,Master’s degree
Male,India,Student,Bachelor’s degree
Male,India,Not employed,Bachelor’s degree
Male,France,Data Scientist,Doctoral degree
Female,United States of America,Data Analyst,Master’s degree
Male,Other,Data Analyst,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,Chile,Product/Project Manager,Master’s degree
Male,Other,Research Scientist,Professional degree
Male,United States of America,Other,Some college/university study without earning a bachelor’s degree
Male,South Africa,Statistician,Master’s degree
Male,Peru,Data Scientist,Some college/university study without earning a bachelor’s degree
Male,Pakistan,Software Engineer,Bachelor’s degree
Female,Ukraine,Data Analyst,Master’s degree
Male,Other,Other,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Female,Netherlands,Research Scientist,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Other,Master’s degree
Male,South Africa,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Engineer,Bachelor’s degree
Male,Brazil,Business Analyst,Master’s degree
Male,United States of America,Product/Project Manager,Doctoral degree
Female,New Zealand,Data Scientist,Master’s degree
Male,China,Other,I prefer not to answer
Male,Other,Software Engineer,Master’s degree
Male,Japan,Student,Master’s degree
Male,France,Data Scientist,Bachelor’s degree
Male,Germany,Data Scientist,Bachelor’s degree
Male,Denmark,Business Analyst,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,United States of America,Software Engineer,Master’s degree
Male,India,Data Analyst,Master’s degree
Female,India,Student,Bachelor’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,India,Business Analyst,Master’s degree
Male,Nigeria,Student,Bachelor’s degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Male,Canada,Product/Project Manager,Master’s degree
Female,United States of America,Student,Master’s degree
Male,Other,Student,Some college/university study without earning a bachelor’s degree
Male,Sweden,Data Analyst,Bachelor’s degree
Female,United States of America,Not employed,Master’s degree
Male,Other,Data Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,Denmark,Data Scientist,Master’s degree
Male,Mexico,Data Analyst,Master’s degree
Female,France,Data Scientist,Doctoral degree
Male,United States of America,Other,Master’s degree
Male,Kenya,Student,Some college/university study without earning a bachelor’s degree
Female,Germany,Data Analyst,Bachelor’s degree
Male,Morocco,Data Scientist,Doctoral degree
Male,Colombia,DBA/Database Engineer,Bachelor’s degree
Male,India,Data Scientist,Bachelor’s degree
Male,India,Business Analyst,Master’s degree
Male,Pakistan,Research Scientist,Doctoral degree
Male,Switzerland,Research Scientist,Doctoral degree
Male,Japan,Software Engineer,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Norway,Student,Doctoral degree
Male,Germany,Other,Master’s degree
Male,Other,Data Scientist,Bachelor’s degree
Male,Other,Business Analyst,Master’s degree
Male,Sweden,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Data Engineer,Doctoral degree
Male,India,Software Engineer,Master’s degree
Female,United States of America,Other,Bachelor’s degree
Male,Singapore,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Belgium,Research Scientist,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,India,Data Scientist,Master’s degree
Male,Spain,Product/Project Manager,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Other,Bachelor’s degree
Male,Canada,Student,Bachelor’s degree
Male,India,Software Engineer,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,Germany,Data Analyst,Professional degree
Male,United States of America,Student,Doctoral degree
Male,India,Student,Doctoral degree
Male,Peru,Data Engineer,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Other,Doctoral degree
Male,India,Research Scientist,Master’s degree
Prefer not to say,Canada,Software Engineer,Some college/university study without earning a bachelor’s degree
Prefer to self-describe,Russia,Software Engineer,Master’s degree
Male,Pakistan,Not employed,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Israel,Data Scientist,Professional degree
Male,United States of America,Other,Doctoral degree
Male,China,Student,Master’s degree
Male,Nigeria,Student,Master’s degree
Male,United States of America,Business Analyst,Master’s degree
Male,Germany,Student,Master’s degree
Male,Algeria,Research Scientist,Doctoral degree
Male,United States of America,Research Scientist,Master’s degree
Male,Mexico,Product/Project Manager,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Germany,Software Engineer,Master’s degree
Male,Morocco,Statistician,Master’s degree
Male,Canada,Data Scientist,Doctoral degree
Male,United States of America,Research Scientist,Doctoral degree
Female,United States of America,Research Scientist,Doctoral degree
Male,Colombia,Not employed,Master’s degree
Male,Turkey,Software Engineer,Master’s degree
Male,Portugal,Data Scientist,Master’s degree
Male,Belgium,Software Engineer,Master’s degree
Male,Brazil,Student,Master’s degree
Male,Pakistan,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Russia,Data Analyst,Professional degree
Male,United States of America,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Ireland,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Female,France,Data Scientist,Master’s degree
Male,United States of America,Product/Project Manager,Master’s degree
Female,Germany,Data Scientist,Doctoral degree
Male,Other,Data Analyst,Bachelor’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Prefer not to say,Spain,Software Engineer,Master’s degree
Male,Belgium,Student,Bachelor’s degree
Male,United States of America,Student,Master’s degree
Male,United States of America,Software Engineer,Doctoral degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,India,Other,Bachelor’s degree
Male,Morocco,Student,Master’s degree
Female,United States of America,Other,Bachelor’s degree
Male,United States of America,Data Engineer,Bachelor’s degree
Male,Brazil,Data Analyst,Bachelor’s degree
Male,United States of America,Student,Master’s degree
Male,United States of America,Other,Some college/university study without earning a bachelor’s degree
Male,France,Data Scientist,Doctoral degree
Male,United States of America,Data Analyst,Master’s degree
Male,Nigeria,Data Scientist,Bachelor’s degree
Male,India,Data Scientist,Master’s degree
Male,Spain,Software Engineer,Doctoral degree
Male,Russia,Software Engineer,Doctoral degree
Male,Belarus,Not employed,Bachelor’s degree
Male,Brazil,Student,Doctoral degree
Female,Belgium,Product/Project Manager,Master’s degree
Prefer not to say,Mexico,Product/Project Manager,Master’s degree
Female,France,Data Scientist,Doctoral degree
Female,Canada,Product/Project Manager,Master’s degree
Prefer not to say,Switzerland,Software Engineer,Master’s degree
Male,United States of America,Student,Master’s degree
Male,United States of America,Student,Master’s degree
Male,Algeria,Other,I prefer not to answer
Male,Australia,Data Analyst,Bachelor’s degree
Male,Italy,Product/Project Manager,Master’s degree
Male,Switzerland,Research Scientist,Doctoral degree
Male,Other,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Other,Data Analyst,Master’s degree
Male,France,Software Engineer,Master’s degree
Male,United States of America,Not employed,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,United States of America,Student,Master’s degree
Female,Nigeria,Data Scientist,Bachelor’s degree
Male,Hungary,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Brazil,DBA/Database Engineer,Professional degree
Male,United States of America,Data Analyst,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Peru,Student,Bachelor’s degree
Male,Morocco,Data Scientist,Doctoral degree
Male,France,Software Engineer,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,Canada,Data Analyst,Master’s degree
Female,Switzerland,Software Engineer,Master’s degree
Male,United States of America,Software Engineer,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Female,United States of America,Data Scientist,Doctoral degree
Male,United States of America,Software Engineer,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Italy,Software Engineer,Master’s degree
Male,Turkey,Not employed,Bachelor’s degree
Male,Nigeria,Business Analyst,Master’s degree
Male,Italy,Product/Project Manager,Professional degree
Male,New Zealand,Data Scientist,Bachelor’s degree
Female,India,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,United States of America,Data Analyst,Master’s degree
Male,France,Student,Doctoral degree
Male,Russia,Software Engineer,Master’s degree
Male,Norway,Data Analyst,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Peru,Other,Bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Female,Pakistan,Student,Master’s degree
Male,Switzerland,Statistician,Master’s degree
Female,Egypt,Other,Doctoral degree
Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Other,Doctoral degree
Male,India,Data Engineer,Master’s degree
Male,Australia,Other,Master’s degree
Male,Other,Data Scientist,Bachelor’s degree
Male,Italy,Software Engineer,Some college/university study without earning a bachelor’s degree
Female,France,Business Analyst,Master’s degree
Male,India,Student,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,India,Student,Bachelor’s degree
Male,Nigeria,Research Scientist,Doctoral degree
Male,Japan,Statistician,Master’s degree
Prefer not to say,United States of America,Research Scientist,Master’s degree
Male,Other,Research Scientist,Doctoral degree
Male,United States of America,Product/Project Manager,Master’s degree
Male,Canada,Product/Project Manager,Bachelor’s degree
Prefer to self-describe,United States of America,Not employed,I prefer not to answer
Male,Brazil,Software Engineer,Bachelor’s degree
Male,Turkey,Product/Project Manager,Doctoral degree
Female,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Student,Some college/university study without earning a bachelor’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Russia,Software Engineer,Doctoral degree
Male,Canada,Software Engineer,Bachelor’s degree
Male,Russia,Data Analyst,Master’s degree
Female,United States of America,Student,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,China,Student,Master’s degree
Male,Spain,Data Analyst,Master’s degree
Female,India,Student,Bachelor’s degree
Male,France,Data Scientist,Master’s degree
Male,Germany,Software Engineer,Master’s degree
Male,Russia,Other,Some college/university study without earning a bachelor’s degree
Female,Brazil,Not employed,I prefer not to answer
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Research Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Doctoral degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United States of America,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,United States of America,Student,Some college/university study without earning a bachelor’s degree
Male,India,Not employed,Bachelor’s degree
Male,Canada,Research Scientist,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Software Engineer,Some college/university study without earning a bachelor’s degree
Female,Australia,Research Scientist,Doctoral degree
Male,Australia,Product/Project Manager,Master’s degree
Male,Other,Student,Master’s degree
Male,Netherlands,Student,Doctoral degree
Male,Spain,Data Scientist,Master’s degree
Male,United States of America,Data Scientist,Doctoral degree
Female,Brazil,Data Scientist,Master’s degree
Male,India,Not employed,Master’s degree
Male,France,Data Scientist,Master’s degree
Male,Spain,Research Scientist,Master’s degree
Male,New Zealand,Product/Project Manager,Master’s degree
Male,Israel,Data Analyst,Bachelor’s degree
Male,Mexico,Research Scientist,Master’s degree
Female,United States of America,Other,Some college/university study without earning a bachelor’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United States of America,Other,Bachelor’s degree
Male,Colombia,Student,Some college/university study without earning a bachelor’s degree
Male,India,Data Scientist,Master’s degree
Male,Other,Software Engineer,Bachelor’s degree
Male,United States of America,Student,Master’s degree
Male,India,Software Engineer,Bachelor’s degree
Male,Nigeria,Student,Bachelor’s degree
Male,Ukraine,Research Scientist,Doctoral degree
Female,Brazil,Other,Master’s degree
Male,Nigeria,Student,Bachelor’s degree
Male,Ukraine,Other,Master’s degree
Male,Japan,Software Engineer,Master’s degree
Male,India,Software Engineer,Master’s degree
Male,Russia,Other,Master’s degree
Male,New Zealand,Software Engineer,Master’s degree
Male,Japan,Research Scientist,Master’s degree
Male,India,Data Scientist,Bachelor’s degree
Female,United States of America,Data Scientist,Doctoral degree
Male,India,Business Analyst,Master’s degree
Male,Romania,Other,No formal education past high school
Male,Spain,Product/Project Manager,Master’s degree
Male,India,Student,Bachelor’s degree
Male,Egypt,Student,Some college/university study without earning a bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Business Analyst,Master’s degree
Male,Brazil,Not employed,Master’s degree
Male,Japan,Product/Project Manager,Master’s degree
Female,Nigeria,Student,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Analyst,Master’s degree
Male,Japan,Research Scientist,Doctoral degree
Male,Ukraine,Student,Master’s degree
Female,Brazil,Software Engineer,Master’s degree
Male,Brazil,Data Analyst,Master’s degree
Male,Poland,Other,Master’s degree
Female,United States of America,Software Engineer,Master’s degree
Male,India,Student,Master’s degree
Male,France,Research Scientist,I prefer not to answer
Male,Other,Research Scientist,Doctoral degree
Female,Peru,DBA/Database Engineer,Doctoral degree
Male,Australia,Research Scientist,Doctoral degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Female,Morocco,Student,Master’s degree
Male,Germany,Data Scientist,Master’s degree
Male,Egypt,Other,Doctoral degree
Male,India,Software Engineer,Professional degree
Male,India,Research Scientist,Master’s degree
Female,Nigeria,Data Scientist,Bachelor’s degree
Male,Switzerland,Software Engineer,Bachelor’s degree
Male,Nigeria,Statistician,Master’s degree
Male,India,Not employed,Master’s degree
Male,Poland,Student,Master’s degree
Female,United States of America,Not employed,Master’s degree
Male,Bangladesh,Data Analyst,Master’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,India,Data Analyst,Bachelor’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Data Scientist,Master’s degree
Female,United States of America,Student,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,Denmark,Student,Master’s degree
Male,Egypt,Other,Bachelor’s degree
Female,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Doctoral degree
Male,United States of America,Research Scientist,Master’s degree
Male,France,Data Scientist,Master’s degree
Male,Israel,Software Engineer,Master’s degree
Male,Nigeria,Student,Master’s degree
Male,United States of America,Not employed,Master’s degree
Male,Germany,Data Scientist,Master’s degree
Female,Other,Data Analyst,Bachelor’s degree
Male,Japan,Software Engineer,Master’s degree
Male,Chile,Statistician,Master’s degree
Male,Norway,Data Scientist,Master’s degree
Male,Russia,Research Scientist,Doctoral degree
Female,France,Software Engineer,Master’s degree
Male,Turkey,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,Sweden,Data Scientist,Master’s degree
Male,Australia,Other,Master’s degree
Male,United States of America,Student,Master’s degree
Female,Japan,Student,Master’s degree
Male,Brazil,Not employed,Doctoral degree
Male,Brazil,Data Scientist,Master’s degree
Male,Nigeria,Not employed,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,United States of America,Other,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,United States of America,Other,Professional degree
Male,Germany,Business Analyst,Doctoral degree
Male,India,Software Engineer,Bachelor’s degree
Male,United States of America,Data Engineer,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Czech Republic,Student,Master’s degree
Male,Australia,Data Analyst,Master’s degree
Male,Brazil,Statistician,Master’s degree
Male,Morocco,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Male,Canada,Data Scientist,Bachelor’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,Nigeria,Data Engineer,Bachelor’s degree
Male,Australia,Business Analyst,No formal education past high school
Male,Netherlands,Data Scientist,Master’s degree
Female,United States of America,Other,Master’s degree
Male,Canada,Software Engineer,Master’s degree
Male,Argentina,Data Scientist,Doctoral degree
Male,United States of America,Other,Master’s degree
Male,Other,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,Nigeria,Data Analyst,Bachelor’s degree
Male,United States of America,Data Analyst,I prefer not to answer
Male,United States of America,Data Scientist,Master’s degree
Male,Morocco,Data Engineer,Bachelor’s degree
Male,United States of America,Product/Project Manager,Master’s degree
Female,Portugal,Other,Doctoral degree
Male,Spain,Data Analyst,Master’s degree
Male,Spain,Data Scientist,Master’s degree
Male,Nigeria,Research Scientist,Master’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Other,Not employed,Bachelor’s degree
Male,New Zealand,Student,Doctoral degree
Female,United States of America,Not employed,Master’s degree
Female,Thailand,Data Engineer,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,United States of America,Student,Master’s degree
Male,India,Other,Master’s degree
Male,United States of America,Not employed,Doctoral degree
Male,Ukraine,Software Engineer,Master’s degree
Male,Spain,Not employed,Master’s degree
Male,Brazil,Software Engineer,Bachelor’s degree
Male,Australia,Not employed,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Data Analyst,Master’s degree
Male,Japan,Other,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Italy,Data Scientist,Master’s degree
Male,Japan,Data Analyst,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Mexico,Statistician,Master’s degree
Male,United States of America,Student,Doctoral degree
Female,Other,Student,Master’s degree
Male,Japan,Data Scientist,Doctoral degree
Male,Canada,DBA/Database Engineer,Bachelor’s degree
Male,United States of America,Other,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Software Engineer,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Female,Sweden,Data Analyst,Bachelor’s degree
Male,India,Data Scientist,Master’s degree
Male,Brazil,Other,Bachelor’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,India,Data Scientist,Master’s degree
Male,Other,Not employed,Master’s degree
Male,Other,Software Engineer,Bachelor’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Male,Australia,Data Analyst,Master’s degree
Male,France,Data Scientist,Professional degree
Male,United States of America,Product/Project Manager,No formal education past high school
Male,France,Student,Bachelor’s degree
Male,Brazil,Student,Master’s degree
Male,Other,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,India,Student,Master’s degree
Male,Canada,Product/Project Manager,Bachelor’s degree
Male,Peru,Student,Professional degree
Female,Other,Data Scientist,Master’s degree
Male,Germany,Software Engineer,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,United States of America,Data Scientist,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,Other,Student,Bachelor’s degree
Male,Australia,Business Analyst,Master’s degree
Male,Poland,Not employed,Some college/university study without earning a bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Australia,Data Scientist,Master’s degree
Male,Norway,Data Scientist,Master’s degree
Male,Spain,Research Scientist,Doctoral degree
Male,South Africa,Student,Master’s degree
Male,Egypt,Product/Project Manager,Master’s degree
Female,Egypt,Software Engineer,Bachelor’s degree
Male,Australia,Data Scientist,Bachelor’s degree
Male,United States of America,Data Scientist,Bachelor’s degree
Male,India,Software Engineer,Bachelor’s degree
Male,Canada,Software Engineer,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Business Analyst,Bachelor’s degree
Male,Philippines,Business Analyst,Bachelor’s degree
Male,South Korea,Product/Project Manager,Bachelor’s degree
Prefer not to say,United States of America,Other,Bachelor’s degree
Male,Australia,Data Analyst,Bachelor’s degree
Male,United States of America,Student,Bachelor’s degree
Male,Colombia,Data Scientist,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Software Engineer,Master’s degree
Female,Thailand,Student,No formal education past high school
Male,United States of America,Data Scientist,Bachelor’s degree
Male,Sweden,Student,Master’s degree
Male,United States of America,Data Engineer,Master’s degree
Male,India,Software Engineer,Master’s degree
Female,Spain,Product/Project Manager,Master’s degree
Male,Nigeria,Not employed,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,Brazil,Business Analyst,Professional degree
Male,India,Other,Master’s degree
Male,United States of America,Other,Master’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,Spain,Data Engineer,Doctoral degree
Male,United States of America,Student,Doctoral degree
Male,India,Software Engineer,Bachelor’s degree
Male,Japan,Student,Some college/university study without earning a bachelor’s degree
Male,Australia,Other,Master’s degree
Male,India,Software Engineer,Doctoral degree
Male,Brazil,Not employed,Bachelor’s degree
Male,Turkey,Data Scientist,Doctoral degree
Male,United States of America,Data Scientist,Doctoral degree
Male,Japan,Data Engineer,Master’s degree
Male,United States of America,Student,Doctoral degree
Male,Australia,Data Scientist,Some college/university study without earning a bachelor’s degree
Female,Pakistan,Data Analyst,Bachelor’s degree
Female,Brazil,Data Scientist,I prefer not to answer
Female,United States of America,Product/Project Manager,Bachelor’s degree
Male,Japan,Data Scientist,Bachelor’s degree
Female,United States of America,Data Scientist,Master’s degree
Male,United States of America,Student,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Nigeria,Student,Bachelor’s degree
Male,United States of America,Data Analyst,Bachelor’s degree
Male,Canada,Research Scientist,Doctoral degree
Male,Colombia,Student,Some college/university study without earning a bachelor’s degree
Female,United States of America,Other,Master’s degree
Male,Australia,Not employed,Bachelor’s degree
Male,Australia,Business Analyst,Bachelor’s degree
Male,China,Student,Some college/university study without earning a bachelor’s degree
Male,Republic of Korea,Student,Bachelor’s degree
Female,Australia,Other,Master’s degree
Male,Brazil,Product/Project Manager,Some college/university study without earning a bachelor’s degree
Male,Singapore,Other,Doctoral degree
Male,Mexico,Product/Project Manager,Master’s degree
Male,Colombia,Research Scientist,Bachelor’s degree
Male,Australia,DBA/Database Engineer,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,United States of America,Data Engineer,Master’s degree
Male,United States of America,Student,Master’s degree
Male,India,Student,Bachelor’s degree
Female,Japan,Research Scientist,Doctoral degree
Male,South Korea,Data Scientist,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Female,South Korea,Student,Bachelor’s degree
Male,Bangladesh,Student,Bachelor’s degree
Male,India,Data Scientist,Doctoral degree
Female,United States of America,Research Scientist,Doctoral degree
Male,Brazil,Student,Bachelor’s degree
Male,Czech Republic,Software Engineer,Master’s degree
Male,Malaysia,Data Analyst,Bachelor’s degree
Male,India,Student,Bachelor’s degree
Male,Other,Software Engineer,Master’s degree
Male,Morocco,Research Scientist,I prefer not to answer
Male,India,Data Analyst,Master’s degree
Male,Japan,Other,Master’s degree
Male,Australia,Software Engineer,Bachelor’s degree
Male,Russia,Not employed,Master’s degree
Male,India,Business Analyst,Bachelor’s degree
Female,Saudi Arabia,Not employed,Bachelor’s degree
Male,India,Student,Master’s degree
Male,India,Business Analyst,Master’s degree
Male,United States of America,Other,Master’s degree
Male,Canada,Data Scientist,Master’s degree
Male,Japan,Other,Master’s degree
Female,Portugal,Data Analyst,Doctoral degree
Male,Singapore,Student,Doctoral degree
Male,Portugal,Software Engineer,Master’s degree
Male,Japan,Research Scientist,Doctoral degree
Male,United States of America,Student,Doctoral degree
Male,Japan,Research Scientist,Master’s degree
Male,Japan,Other,Master’s degree
Male,Morocco,Student,Master’s degree
Male,United States of America,Student,Master’s degree
Female,United States of America,Research Scientist,Master’s degree
Male,Japan,Software Engineer,Some college/university study without earning a bachelor’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,Canada,Data Scientist,Master’s degree
Male,Brazil,Other,Bachelor’s degree
Male,India,Software Engineer,Bachelor’s degree
Female,Tunisia,Not employed,Bachelor’s degree
Male,Peru,Data Scientist,Master’s degree
Male,United States of America,Student,Some college/university study without earning a bachelor’s degree
Male,Taiwan,Data Scientist,Doctoral degree
Male,United States of America,Other,Doctoral degree
Male,Poland,Software Engineer,Master’s degree
Male,Nigeria,Data Analyst,Some college/university study without earning a bachelor’s degree
Male,Pakistan,Student,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,United States of America,Product/Project Manager,Master’s degree
Male,Japan,Software Engineer,Master’s degree
Female,United States of America,Data Analyst,Master’s degree
Male,Hong Kong (S.A.R.),Student,Master’s degree
Male,United Kingdom of Great Britain and Northern Ireland,Research Scientist,Doctoral degree
Female,United States of America,Business Analyst,Master’s degree
Male,United States of America,Other,Master’s degree
Male,South Korea,Student,Master’s degree
Male,Australia,Software Engineer,Bachelor’s degree
Male,United States of America,Other,Doctoral degree
Male,United States of America,Data Scientist,Master’s degree
Male,Singapore,Data Scientist,Master’s degree
Male,Republic of Korea,Data Analyst,Master’s degree
Male,Brazil,Student,Doctoral degree
Male,Other,Software Engineer,Master’s degree
Male,Ireland,Data Scientist,Master’s degree
Male,Nigeria,Data Scientist,Master’s degree
Male,Taiwan,Research Scientist,Professional degree
Male,United States of America,Product/Project Manager,Some college/university study without earning a bachelor’s degree
Male,Spain,Data Scientist,Master’s degree
Male,Australia,Business Analyst,Master’s degree
Male,Other,Software Engineer,Master’s degree
Male,Other,Business Analyst,Master’s degree
Male,Brazil,Data Scientist,Master’s degree
Male,Other,Other,Master’s degree
Male,Japan,Other,Master’s degree
Male,United States of America,Research Scientist,Doctoral degree
Male,Thailand,Research Scientist,Doctoral degree
Male,United States of America,Product/Project Manager,Master’s degree
Male,Brazil,Other,Bachelor’s degree
Male,South Korea,Data Engineer,Bachelor’s degree
Male,United States of America,Other,Bachelor’s degree
Male,United States of America,Student,Master’s degree
Male,Egypt,Software Engineer,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Australia,Data Analyst,Bachelor’s degree
Male,United States of America,DBA/Database Engineer,Master’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,Other,Student,Master’s degree
Male,Japan,Other,Master’s degree
Male,Colombia,Research Scientist,Doctoral degree
Male,Taiwan,Data Scientist,Master’s degree
Male,Canada,Student,Bachelor’s degree
Male,United States of America,Data Scientist,Master’s degree
Male,United States of America,Software Engineer,Master’s degree
Male,Australia,Other,Master’s degree
Male,India,Data Scientist,Master’s degree
Female,Japan,Data Analyst,Bachelor’s degree
Male,Switzerland,Student,Bachelor’s degree
Male,United States of America,Data Engineer,Bachelor’s degree
